234,3976
170,1985
152,1988
130,3992
129,7992
129,5992
170,1985
152,3988
152,1988
129,7992
152,1988
130,3992
130,3992
131,5991
131,9991
130,3992
130,3992
130,3992
152,3988
130,3992
129,5992
132,5991
133,1991
130,5992
129,7992
152,1988
129,7992
129,7992
152,1988
129,7992
130,9991
129,7992
129,7992
130,3992
129,5992
130,3992
170,1985
152,7988
129,9992
129,7992
152,1988
129,7992
129,9992
130,3992
129,7992
130,3992
190,3982
130,3992
130,3992
129,7992
190,3982
152,1988
129,5992
130,3992
129,5992
152,1988
130,3992
270,5981
250,9973
149,9989
130,3992
152,3988
270,5981
129,5992
130,3992
150,1989
130,3992
129,7992
129,7992
152,1988
190,3982
152,3988
270,5981
129,9992
129,7992
152,3988
129,7992
129,7992
151,1988
129,5992
130,3992
129,9992
130,3992
130,3992
130,3992
129,7992
130,3992
130,3992
152,1988
129,7992
129,7992
129,7992
129,7992
149,9989
129,7992
130,3992
129,7992
311,6006
169,9986
152,1988
*----*
121,3993
120,1993
121,3993
86,39983
121,3993
120,5993
121,3993
142,399
120,3993
142,399
120,3993
142,999
142,399
141,999
142,399
121,3993
121,3993
142,399
120,5993
120,5993
121,3993
120,5993
120,5993
120,3993
120,5993
144,3989
120,5993
120,5993
142,399
120,5993
142,399
121,3993
121,3993
120,7993
121,3993
120,5993
121,3993
120,5993
123,9993
120,5993
180,9984
203,798
142,399
121,9993
120,5993
120,5993
264,1977
120,3993
120,5993
120,1993
142,399
121,3993
120,5993
161,7987
141,399
142,399
120,3993
120,5993
121,9993
120,3993
122,5993
120,3993
262,5976
120,5993
120,5993
144,1989
121,3993
123,5993
184,3983
120,5993
142,399
120,5993
121,3993
120,7993
121,3993
121,3993
120,5993
222,1978
120,5993
120,5993
121,3993
121,7993
80,79991
141,399
121,3993
161,5987
120,3993
121,3993
120,3993
122,9993
121,3993
121,3993
120,3993
120,5993
120,5993
120,5993
120,5993
120,5993
121,3993
120,5993
*----*
119,5993
119,1993
119,5993
161,9987
119,5993
140,399
119,5993
119,5993
139,999
119,5993
119,5993
119,5993
119,5993
119,5993
119,3993
140,599
119,5993
119,5993
119,5993
119,5993
200,1981
119,5993
140,399
119,3993
180,3984
220,3978
119,3993
119,3993
119,5993
119,5993
140,599
123,7993
119,5993
119,5993
119,5993
199,7981
200,1981
119,5993
220,9978
119,3993
180,1984
262,5976
119,5993
119,5993
119,5993
202,5981
79,59993
141,399
180,3984
119,5993
159,3987
99,39963
119,3993
119,5993
119,5993
119,3993
281,1988
119,5993
119,5993
100,1996
119,5993
119,5993
139,799
119,3993
119,1993
119,3993
119,5993
119,5993
119,3993
119,5993
119,5993
119,5993
119,3993
119,5993
119,5993
140,399
119,3993
119,5993
119,5993
119,1993
139,599
119,5993
119,3993
119,5993
119,5993
240,9975
119,5993
240,9975
119,5993
119,3993
119,5993
119,5993
281,1988
119,5993
121,1993
119,5993
119,9993
141,399
119,5993
180,3984
*----*
121,7993
143,199
121,3993
222,5977
143,399
181,7984
206,198
143,199
161,5987
121,1993
121,3993
120,9993
121,1993
121,1993
121,3993
121,1993
121,1993
161,5987
121,3993
121,9993
121,3993
120,9993
120,9993
121,1993
120,9993
121,3993
121,1993
121,3993
121,3993
120,9993
121,1993
181,7984
143,199
121,3993
121,3993
121,1993
121,1993
141,399
144,1989
144,1989
181,7984
83,59987
141,399
121,1993
121,1993
123,5993
161,5987
121,3993
121,3993
121,3993
121,1993
120,9993
121,1993
302,4001
121,3993
242,3974
121,3993
223,7977
241,7975
141,399
121,1993
181,9984
121,1993
121,3993
141,399
164,1986
121,3993
121,1993
121,3993
143,199
161,3987
203,998
121,3993
121,1993
143,199
164,1986
121,3993
121,3993
120,9993
163,1987
303,4001
121,1993
162,3987
222,1978
121,1993
181,7984
121,1993
121,3993
121,3993
121,3993
121,1993
181,7984
120,9993
121,3993
121,1993
120,9993
120,9993
161,3987
80,39992
142,999
*----*
164,7986
120,7993
120,7993
120,7993
121,1993
80,79991
282,3988
121,1993
120,7993
181,5984
120,7993
120,7993
121,3993
141,399
120,7993
164,3986
241,9975
262,3976
120,7993
121,1993
123,5993
122,1993
160,9987
143,9989
124,1992
120,5993
141,399
120,7993
142,199
121,1993
121,1993
121,1993
120,7993
141,399
163,5986
120,7993
120,7993
143,9989
121,1993
120,5993
161,1987
164,3986
221,7978
161,1987
121,1993
120,7993
160,9987
120,7993
164,3986
120,5993
120,7993
120,7993
100,3996
122,1993
141,399
142,199
121,9993
120,7993
120,7993
120,7993
122,9993
183,9983
121,3993
302,4001
163,5986
121,1993
161,1987
141,399
120,7993
120,7993
120,7993
121,1993
121,1993
120,7993
160,9987
241,9975
120,7993
120,5993
120,7993
120,7993
220,9978
105,3995
120,7993
141,399
121,1993
120,7993
120,7993
120,7993
164,3986
161,1987
124,9992
120,7993
120,7993
120,7993
181,5984
121,1993
160,7987
121,3993
141,399
120,7993
*----*
81,99989
121,3993
182,1984
121,5993
141,799
121,5993
141,799
121,3993
142,799
121,5993
141,999
121,7993
121,3993
121,3993
121,5993
141,399
121,3993
121,3993
121,3993
121,5993
141,799
122,5993
121,5993
121,3993
121,5993
184,1983
121,5993
121,5993
121,5993
121,5993
141,399
121,1993
141,799
121,5993
