151,9988
78,79994
101,5996
120,5993
201,1981
122,1993
238,7975
177,3984
101,1996
160,9987
*----*
109,5995
120,9993
142,199
101,9996
220,3978
251,5973
96,19968
102,3996
160,1987
221,9978
*----*
178,9984
140,199
254,7973
78,79994
179,7984
203,398
119,7993
101,1996
202,3981
182,9984
*----*
100,1996
79,79993
140,999
161,9987
121,7993
203,998
138,599
60,80016
181,9984
120,9993
*----*
101,1996
141,399
80,59991
121,5993
161,7987
120,5993
121,5993
161,5987
82,59988
79,19994
*----*
180,9984
181,9984
81,3999
100,3996
84,99985
250,3973
157,9987
141,199
121,5993
60,00016
*----*
181,7984
201,9981
303,0001
76,79997
162,3987
141,199
81,99989
100,9996
200,5981
100,9996
*----*
181,7984
141,199
141,799
221,9978
177,7984
161,7987
270,5981
76,39998
80,59991
255,3972
*----*
137,999
101,3996
61,20016
180,3984
124,9992
77,99995
99,59962
121,1993
60,40016
82,39989
*----*
200,7981
100,7996
122,7993
99,59962
201,5981
82,19989
119,9993
184,1983
179,3984
121,1993
*----*
238,9975
56,20014
161,1987
121,1993
163,5986
61,00016
98,59964
100,1996
163,9986
140,199
*----*
203,798
159,1987
101,3996
141,199
222,3978
81,7999
117,1994
119,7993
144,1989
102,3996
*----*
96,59967
62,60017
79,59993
160,7987
222,5977
76,59998
203,198
239,1975
95,99968
182,7984
*----*
79,19994
161,9987
140,799
100,7996
101,1996
140,999
141,599
182,1984
122,3993
201,1981
*----*
181,3984
161,1987
141,999
120,9993
82,79988
98,59964
81,7999
79,19994
202,5981
141,799
*----*
122,3993
159,7987
121,3993
121,9993
80,79991
181,1984
141,399
121,7993
222,1978
157,5987
*----*
140,799
141,399
60,40016
120,5993
142,799
100,3996
181,3984
204,398
120,1993
141,599
*----*
78,79994
61,20016
141,599
122,7993
79,79993
99,59962
142,199
270,7981
177,5984
81,19991
*----*
271,1982
379,6048
177,7984
222,1978
233,5976
97,79965
80,79991
141,999
221,5978
157,3987
*----*
102,1996
59,60015
161,5987
101,5996
140,999
161,3987
201,9981
160,7987
223,1977
217,7978
*----*
157,7987
162,1987
100,9996
80,79991
180,9984
81,99989
160,7987
181,1984
239,3975
116,9994
*----*
140,999
141,999
80,39992
181,3984
101,1996
80,79991
163,3987
119,3993
101,1996
202,1981
*----*
141,199
120,7993
123,3993
77,99995
240,9975
75,2
100,5996
140,799
222,5977
218,5978
*----*
137,999
121,1993
102,1996
140,199
201,9981
120,9993
100,9996
140,999
80,79991
181,7984
*----*
202,1981
141,199
160,9987
123,5993
139,399
181,3984
121,9993
182,1984
100,7996
81,3999
*----*
99,39963
142,199
100,7996
122,5993
99,79962
121,3993
80,59991
141,599
161,5987
80,59991
*----*
129,9992
80,59991
123,5993
118,5993
122,3993
239,7975
74,40001
165,5986
159,7987
179,1984
81,19991
121,7993
120,1993
104,7995
157,7987
121,9993
120,1993
101,9996
99,99962
239,5975
265,9978
137,599
142,199
100,3996
181,7984
161,3987
181,7984
163,7986
99,19963
80,59991
85,19984
197,3981
181,9984
160,5987
122,1993
*----*
202,5981
140,799
60,40016
162,1987
82,19989
138,799
223,1977
76,59998
182,3984
162,3987
220,7978
234,1976
96,39967
102,1996
225,5977
169,9986
105,5995
56,20014
100,7996
161,7987
120,9993
161,7987
100,9996
201,9981
221,5978
178,5984
100,3996
163,1987
139,599
121,3993
102,7996
79,19994
61,60016
80,19992
100,5996
*----*
141,599
141,399
120,9993
101,1996
286,7991
156,7988
60,40016
61,60016
80,59991
121,7993
221,5978
77,39996
161,3987
140,999
270,9981
95,99968
122,5993
181,7984
120,5993
102,3996
119,9993
161,3987
80,79991
100,9996
254,9973
96,39967
238,7975
157,3987
121,5993
181,5984
221,3978
157,9987
60,80016
60,40016
121,7993
*----*
201,1981
181,5984
101,9996
100,7996
141,399
161,7987
140,999
143,9989
