90,39977
90,59976
109,5995
129,9992
131,3991
150,7988
151,3988
170,9985
173,7985
192,5982
103,3996
120,7993
229,9976
231,3976
122,1993
124,3992
120,3993
122,1993
98,79964
75,39999
183,7983
121,9993
142,399
121,5993
179,7984
138,799
100,9996
122,7993
142,799
257,3973
99,59962
165,7986
234,5976
158,1987
101,5996
100,7996
162,5987
90,39977
118,9993
120,3993
223,3977
101,5996
83,39987
103,1996
221,3978
121,9993
177,7984
302,6001
234,3976
141,399
162,5987
123,5993
77,79996
82,99988
176,1985
238,3975
139,199
142,599
102,7996
221,3978
96,79967
181,3984
140,599
137,999
162,5987
162,5987
75
118,1993
181,3984
120,5993
103,9996
287,5992
106,3995
81,5999
224,5977
100,7996
141,399
181,1984
204,798
220,1978
200,1981
160,1987
151,9988
109,5995
269,9981
73,20003
176,9984
181,1984
78,79994
135,5991
161,5987
122,5993
177,5984
219,5978
242,9974
120,7993
177,3984
77,39996
141,399
226,1977
212,7979
164,1986
222,3978
202,5981
202,798
150,5988
237,9975
163,3987
120,7993
100,3996
201,9981
137,999
189,7982
220,9978
139,799
256,3972
101,5996
253,7973
158,9987
121,1993
270,5981
222,3978
235,1976
99,19963
182,5984
112,7994
177,7984
101,3996
162,3987
198,7981
100,3996
301,6
180,9984
197,7981
181,5984
269,5981
223,3977
224,1977
240,9975
140,999
116,5994
386,8052
218,9978
220,7978
134,7991
283,9989
266,7979
443,4087
247,9974
141,599
429,8078
171,1985
299,7999
199,7981
218,3978
177,5984
561,6158
254,7973
175,9985
189,1983
96,79967
220,1978
103,7996
178,3984
126,3992
270,3981
177,5984
202,1981
343,0025
160,7987
494,6118
252,7973
317,201
201,9981
221,9978
180,7984
226,7977
126,5992
181,5984
238,9975
299,3999
200,7981
198,1981
281,1988
209,3979
282,9989
380,6048
199,1981
398,0059
383,405
321,8012
218,5978
367,804
270,7981
79,99992
238,1975
234,1976
348,4029
134,3991
121,7993
441,4085
234,5976
240,3975
97,79965
141,999
159,3987
319,0011
76,99997
315,2008
196,5981
319,4011
222,7977
299,3999
193,1982
221,9978
287,1991
179,1984
139,599
288,3992
234,5976
369,4041
436,0082
283,3989
294,9996
160,7987
299,5999
246,3974
417,2071
561,2158
119,3993
248,3974
103,1996
265,9978
322,4013
293,9995
351,003
139,799
217,3978
250,1973
335,6021
276,3985
319,8011
262,5976
160,1987
253,1973
406,4064
249,7973
332,6019
427,0077
170,7985
284,599
311,8006
180,9984
351,6031
209,7979
192,7982
148,7989
246,1974
211,9979
316,6009
139,999
202,3981
200,5981
284,799
219,9978
179,9984
556,4155
198,7981
331,0018
133,7991
237,7975
285,399
129,7992
350,203
221,5978
198,5981
494,8118
225,1977
177,9984
284,999
178,5984
469,0102
546,8149
162,1987
346,0027
237,1975
279,9987
266,3979
413,0068
222,5977
78,59995
167,9986
282,9989
428,8078
343,6026
188,1983
122,3993
120,5993
136,5991
151,1988
155,9988
232,3976
301
282,9989
235,9975
101,3996
145,9989
359,6035
380,2048
335,8021
195,5982
270,7981
223,5977
83,19987
202,3981
203,198
641,6207
266,7979
268,198
315,6009
217,1978
217,7978
139,399
363,4038
303,2001
200,1981
160,7987
233,3976
259,1974
397,6059
237,1975
295,5996
212,5979
302,2
343,2025
245,1974
288,1992
351,6031
269,9981
353,0031
297,9998
280,9987
296,5997
234,9976
281,5988
305,4002
367,604
335,8021
232,5976
323,4013
229,9976
358,8035
192,1982
331,0018
271,7982
277,7986
426,6076
297,3997
343,4026
334,802
331,6018
201,3981
254,7973
237,9975
505,4124
156,9987
280,9987
476,8107
211,3979
173,9985
222,3978
400,206
315,6009
152,7988
195,3982
286,9991
226,1977
111,9994
262,1976
260,9975
296,9997
254,5973
210,1979
299,7999
233,7976
239,9975
178,1984
192,9982
250,1973
233,9976
317,601
286,3991
109,9995
262,9977
137,999
315,8009
202,5981
215,5979
337,0022
281,7988
271,9982
163,5986
331,4018
414,2069
262,9977
191,9982
197,5981
262,9977
304,4002
178,9984
285,199
285,199
362,8037
237,3975
397,6059
167,5986
346,2027
483,2111
158,1987
120,5993
98,59964
255,1973
335,6021
740,2267
379,2047
412,2068
383,005
310,0005
251,3973
271,9982
361,6037
253,1973
489,6115
369,2041
294,9996
246,1974
363,4038
199,7981
235,3976
232,5976
376,4046
296,1997
296,5997
328,4016
177,1984
266,1978
249,3973
249,9973
530,4139
280,5987
527,8138
454,6093
129,7992
454,8094
445,2088
158,7987
263,9977
282,5988
320,6012
228,1977
160,3987
361,8037
342,8025
427,8077
117,3994
226,3977
305,2002
314,2008
221,9978
354,6032
135,9991
411,0067
343,4026
180,7984
160,5987
287,5992
151,5988
385,4051
342,0025
170,7985
416,807
162,3987
299,7999
470,4103
141,399
339,4023
302,6001
197,5981
299,1999
225,1977
266,5979
332,2019
185,1983
345,6027
312,0006
347,6028
341,2024
378,8047
250,7973
298,9998
251,9973
413,0068
429,0078
441,6086
313,8008
522,0134
250,1973
384,6051
398,6059
651,8214
177,9984
335,4021
382,805
466,8101
131,9991
210,9979
277,9986
501,2122
294,3996
421,8073
437,0083
305,6003
162,7987
376,2046
494,2118
228,9977
336,4021
276,5985
219,1978
312,4007
449,409
280,5987
482,011
446,2088
353,4032
234,3976
292,5995
171,9985
739,8267
229,1976
313,0007
395,6057
283,1989
193,3982
172,5985
310,8006
467,6101
192,3982
304,4002
417,007
268,998
483,4111
182,5984
228,1977
461,0097
531,214
365,8039
446,6089
206,398
468,4102
537,2144
284,1989
466,8101
477,2107
296,3997
492,8117
227,5977
357,8034
448,209
437,8083
288,9992
285,9991
357,6034
333,602
468,8102
461,6098
291,9994
485,0112
407,2065
151,5988
555,0154
465,21
506,8125
335,6021
228,3977
298,1998
322,4013
336,0021
388,8053
359,2035
324,4014
442,2086
255,1973
298,9998
340,8024
500,8122
298,7998
251,5973
725,2258
315,0008
298,3998
326,6015
362,0037
480,8109
300,8
491,4116
440,6085
103,9996
583,8172
280,1987
660,8219
438,2083
427,4077
685,2234
397,4059
533,2141
287,5992
241,9975
313,4007
463,2099
234,7976
471,0103
179,1984
308,8004
371,4043
696,6241
477,2107
566,0161
707,0247
406,8064
494,0117
294,7996
532,4141
136,1991
421,2073
428,6078
532,4141
343,8026
441,6086
310,6006
450,0091
487,2113
209,3979
322,2013
436,2082
617,8193
519,2133
182,5984
444,0087
335,2021
499,4121
516,4131
406,4064
349,2029
458,2096
260,3975
595,2179
409,6066
243,1974
472,4104
496,2119
213,1979
427,8077
234,1976
293,1995
386,2052
276,7985
422,6074
759,2279
604,2184
363,0038
608,0187
467,8102
349,8029
234,7976
562,6159
561,0158
428,0077
571,4164
527,0137
427,4077
295,7997
593,0178
564,016
693,0239
557,0156
458,6096
725,4258
230,5976
772,2287
457,0095
357,2034
309,4005
342,0025
546,8149
440,2085
463,6099
476,0107
389,0053
800,8304
460,8097
470,2103
234,3976
377,2046
576,2167
342,0025
435,0081
711,225
546,4149
290,7993
531,614
550,4152
538,6144
325,8015
451,4091
603,8184
470,8103
130,1992
591,0176
607,2186
